publication_version_id,publication_id,doi,title,abstract,Tags,Authors,,
2837,3742,10.4231/K2MY-AV11,Transport Amphoras at the Anamur Archaeological Museum,This dataset contains processed data for 150 ancient transport amphoras stored at the Anamur Archaeological Museum. The jars date from the Early Iron Age to the Early Modern Era.,"amphoras, ancient greece, ancient maritime cargo, ancient maritime commerce, ancient shipping containers, ancient transport jars, anemurium, archaeology, cilician amphoras, classical studies, cypriot amphoras, hellenistic amphoras, kelenderis, late roman amphoras, phoenician amphoras, pottery, roman amphoras, roman trade, rough cilicia, turkey","Caroline Autret, H. Asena Kızılarslanoğlu, Nicholas Kregotis Rauh, Stanislav Pejša, Matthew Dillon, Joseph Rynasko, Erkan Dündar",,
2840,3745,10.4231/6AKB-M964,Connected and Automated Vehicle Based Intersection Maneuver Assist Systems (CAVIMAS) - Reduced Eye-tracking Data + Survey Data,Driving simulator data from study designed to evaluate a conceptual Connected and Automated Vehicle based Intersection Maneuver Assist Systems (CAVIMAS) aimed at assisting drivers with intersection maneuvers.,"ccat, connected vehicles, driving simulation, eye tracking",Anuj K. Pradhan,,
2842,3747,10.4231/FQ58-DC83,From mating to foraging: the evolution of eavesdropping in frog-biting mosquitoes,"Data and codes used to investigate behavioral, neurophysiological and biomechanical traits associated with the evolution of hearing in mosquitoes","antenna, biological sciences, eavesdropping, frog, hearing, mosquito, sensory biases","Hoover Pantoja, Ximena E Bernal, Brian C Leavell, Bianca Rendon, W.A. Priyanka P. de-Silva, Jian Zhou, Gil Menda, Ronald R Hoy, Ronald N Miles, Neil D. Sanscrainte",,
2843,3748,10.4231/5KKV-1998,K2 18650 Vent Cap CT Scans,This dataset includes computed tomography (CT) scans of the positive terminal assembly from a commercial lithium-ion battery (model: K2 18650E).,"battery safety, cid, engineering technology, li-ion battery, vent cap, venting","Kyle Crompton, Christopher Hacker, Jason K Ostanek, Kyle Stoll, Weisi Li",,
2844,3749,10.4231/WCFR-9M25,LG M36 Vent Cap CT Scans,This dataset includes computed tomography (CT) scans of the positive terminal assembly from a commercial lithium-ion battery (model: LG INR18650 M36).,"battery safety, cid, engineering technology, li-ion battery, vent cap, venting","Kyle Crompton, Christopher Hacker, Jason K Ostanek, Kyle Stoll, Weisi Li",,
2847,3752,10.4231/93P2-GY15,Lipid profiles of Pacific green and hawksbill sea turtle plasma,Data from multiple reaction monitoring profiling evaluating the relative ion intensities of lipid classes in plasma from sea turtles.,"chelonia myda, eretmochelys imbricata, forestry and natural resources, lipid profiles, mass spectrometry, mrm-profiling","Frank Paladino, Chelsea E. Clyde-Brockway, Christina R. Ferreira , Elizabeth A Flaherty",,
2848,3753,10.4231/CX56-ST57,SpeedCore Design Examples,Mathcad sheets for the design examples in AISC Design Guide 37 on SpeedCore Design.,"civil engineering, composite plate shear wall concrete filled, c-psw/cf, seismic design, speedcore, wind design","Amit Varma, Ataollah Taghipour Anvari, Morgan Broberg, Soheil Shafaei",,
3087,3753,10.4231/ZVN1-4Q26,SpeedCore Design Examples,Mathcad sheets for the design examples in AISC Design Guide 38 on SpeedCore Design.,"civil engineering, composite plate shear wall concrete filled, c-psw/cf, seismic design, speedcore, wind design","Ataollah Taghipour Anvari, Soheil Shafaei, Morgan Broberg, Amit Varma",,
2849,3754,10.4231/86ZT-Y828,Ingwell et al data for high tunnel bee study 2018,"These data indicate that both insecticides and non-crop forage play integral roles in shaping pollinator health in agricultural landscapes, but the relative importance and interaction of these two factors depend on which aspect of “health” are...","entomology, high tunnel production systems, pesticides, pollinators",Ian Kaplan,,
2851,3756,10.4231/ME5R-C919,Regulation of Phaeodactylum plastid gene transcription,"This dataset contains raw data used for plotting the figures associated with the following publication 

https://link.springer.com/article/10.1007/s11120-020-00811-1","biochemistry, gene regulation, light harvesting, photosynthesis","Gilbert Kayanja, Iskander Ibrahim, Sujith Puthiyaveetil",,
2853,3758,10.4231/D2FC-N191,Uncertainty quantification in density estimation from background oriented schlieren (BOS) measurements,"We present an uncertainty quantification methodology for density estimation from background-oriented Schlieren (BOS) measurements, in order to provide local, instantaneous, a posteriori uncertainty bounds on each density measurement in the field...","aeronautics and astronautics engineering, background oriented schlieren, numerical analysis, python, uncertainty quantification","Jiacheng Zhang, Lalit Rajendran, Sayantan Bhattacharya, Sally P M Bane, Pavlos Vlachos",,
2854,3759,10.4231/9S3K-9J39,Intelligent Snow Plow: Muncie Advantage+ Controller Calibration,This video provides detailed instructions and graphics for calibrating a road salt spreader truck with a Muncie Advantage+ Controller.,"calibration, civil engineering, indiana, jtrp, muncie, roads, snow plow, winter de-icing, winter road operations","Jijo K. Mathew, Justin Mahlberg, Darcy Bullock, Jeremy McGuffey, Justin Anthony Mahlberg",,
2856,3761,10.4231/7015-1X74,Intelligent Snow Plow: Certified Power Freedom 2 Controller Calibration,This video provides detailed instructions and graphics for calibrating a road salt spreader truck with a Certified Power Freedom 2 Controller.,"calibration, certified power, civil engineering, indiana, jtrp, roads, snow plow, winter de-icing, winter road operations","Darcy M. Bullock, Jeremy McGuffey, Justin Anthony Mahlberg",,
2857,3762,10.4231/CRCY-FF55,Intelligent Snow Plow: Muncie Omni Controller Calibration,This video provides detailed instructions and graphics for calibrating a road salt spreader truck with a Muncie Omni Controller.,"calibration, civil engineering, indiana, jtrp, muncie, roads, snow plow, winter de-icing, winter road operations","Bryce Masters, Darcy M. Bullock, Jeremy McGuffey, Justin Mahlberg, Justin Anthony Mahlberg",,
2858,3763,10.4231/RNV9-8F21,Intelligent Snow Plow: How to Calibrate the Volumetric Box,This video explains a method to calibrate the volumetric box for subsequent use in calibrating road salt spreading equipment.,"calibration, civil engineering, indiana, jtrp, roads, snow plow, volumetric box, winter de-icing, winter road operations","Darcy M. Bullock, Justin Mahlberg, Justin Anthony Mahlberg",,
2859,3764,10.4231/NEY0-9F04,Intelligent Snow Plow: FORCE America 5100ex Controller Calibration,This video provides detailed instructions and graphics for calibrating a road salt spreader truck with a FORCE America 5100ex Controller.,"calibration, civil engineering, force america, indiana, jtrp, roads, snow plow, winter de-icing, winter road operations","Darcy M. Bullock, Jeremy McGuffey, Justin Mahlberg, Justin Anthony Mahlberg",,
2860,3765,10.4231/XBET-8A88,Intelligent Snow Plow: Calibration Workshop Training Time-lapse,Calibration of agency trucks could take upwards to 2 hours per vehicle if an agency must travel to have trucks weighed twice at offsite scales.  The innovative volumetric based method allows calibration to be performed on-site and can be done in...,"calibration, calibration time-lapse, civil engineering, indiana, jtrp, roads, snow plow, volumetric, winter de-icing, winter road operations","Jack Bell, Matthew Jewison, Darcy M. Bullock, Justin Mahlberg, Justin Anthony Mahlberg",,
2862,3767,10.4231/R3XJ-0875,"Intelligent Snow Plow: February 15, 2021 Winter Storm Activity",This visualization of storm activity is overlaid with telematics data from snow plow trucks.,"civil engineering, indiana, jtrp, mrms forecast, roads, snow plow, winter de-icing, winter road operations, winter storm deployment, winter storm management","Rahul Sakhare, Jairaj Desai, Woosung Kim, Howell Li, Darcy M. Bullock, Justin Mahlberg, Justin Anthony Mahlberg",,
2863,3768,10.4231/A0BA-P609,"Intelligent Snow Plow: February 8, 2021 Tandem Plow Activities",Indiana Department of Transportation recently installed Parsons telematics on all snow plow trucks to actively monitor storm impact and response measures. This data provides dash camera images and location of trucks at one-minute intervals.,"civil engineering, indiana, jtrp, roads, snow plow, tandem plowing, winter de-icing, winter operations, winter road operations","Darcy M. Bullock, Jairaj Desai, Justin Mahlberg, Justin Anthony Mahlberg",,
2864,3769,10.4231/8KER-F373,"Intelligent Snow Plow: February 6, 2021 Tow Plow Activities",Indiana Department of Transportation recently installed Parsons telematics on all snow plow trucks to actively monitor storm impact and response measures. This data provides dash images and location of trucks at one-minute intervals.,"civil engineering, indiana, jtrp, roads, snow plow, snowplow training, tow plow, winter de-icing, winter operations, winter road operations","Darcy M. Bullock, Jairaj Desai, Justin Mahlberg, Justin Anthony Mahlberg",,
2865,3770,10.4231/WC1P-N150,Intelligent Snow Plow: How to Use Parsons Tablet,Indiana Department of Transportation recently installed Parsons telematics on all snow plow trucks to actively monitor storm impact and response measures.  Use of these devices is crucial in identifying performance metrics for winter storm impact.,"civil engineering, indiana, jtrp, parsons, roads, snow plow, tablet usage, winter de-icing, winter road operations","Darcy M. Bullock, Jeremy McGuffey, Tony Johnson, Justin Mahlberg, Justin Anthony Mahlberg",,
2866,3771,10.4231/X34H-9Z21,Intelligent Snow Plow: Automated Precision Brine Application,This video illustrates automated technology adaption from the agriculture industry to brine application for roadway winter maintenance.,"automated liquid application, brine application, civil engineering, indiana, jtrp, real-time kinematics (rtk), roads, snow plow, winter de-icing, winter road operations","Darcy M. Bullock, Jeremy McGuffey, Jijo K. Mathew, Justin Mahlberg, Justin Anthony Mahlberg",,
2867,3772,10.4231/P0Y7-3428,Wheat spike blast image classification using deep convolutional neural networks,"The folder includes i) a wheat spike blast image classification CNN model trained to automatically quantify and classify disease severity, ii) the generated datasets that include images of wheat spike blast severity levels under controlled...","blast, botany and plant pathology, cnn, deep learning, disease, magnaporthe oryzae, plant disease phenotyping, plant phenotyping, python, wheat, wheat blast","Yuting Huang, Christian D Cruz, Mariela Fernandez-Campos, Mohammad Jahanshahi, Tao Wang, Jian Jin, Carlos Gongora, Darcy Telenko, Mariela S Fernandez-Campos",,
2875,3780,10.4231/MFTM-QC39,Arequipa Peru Agricultural Soil Chemistry with pXRF and VNIR spectroscopy,"Soil chemistry data for two agricultural areas: an irrigated desert in the Majes District and sites around the City of Arequipa. Data include soil wet chemistry (pH, EC, carbon, etc), and portable X-ray fluorescence and visible near infrared...","agriculture, arequipa nexus institute, eaps, peru, proximal spectroscopy, soil chemistry, soil health, soil reflectance, visible near infrared, x-ray fluorescence","Sabina Yeasmin, Lucia Zuniga, Zachary Brecheisen, Cliff T Johnston, Darrell G Schulze, Erika J Foster, Abigail Tomasek, Martha Jimenez Castaneda, Walter D. Leon-Salas, Juan Lopa Bolivar, Martin Villalta Soto, Timothy Filley",,
2880,3785,10.4231/MECJ-AN70,Intelligent Snow Plow: Importance of Brine Application,"Brining solutions when used correctly can reduce salt usage by 70%, reducing de-icing material cost and reducing their environmental impact.","brine application, civil engineering, indiana, jtrp, roads, salt usage, snow plow, winter de-icing, winter road operations","Darcy M. Bullock, Justin Mahlberg, Rich Domonkos, Justin Anthony Mahlberg",,
